Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles,Tkls Won,Tkls vs Dribbles,Dribbled Past,Successful Pressures,Def 3rd Press,Mid 3rd Press,Att 3rd Press,Blocks,Interceptions,Tkl+Int,Clearances,Errors
391,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-247,1989,13,1.23,0.69,0.38,1.08,2.23,4.77,3.38,2.08,2.15,1.54,2.77,2.77,0
392,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-123,1999,14.3,1.26,0.56,0.28,0.77,4.06,2.73,8.95,5.73,1.4,0.56,1.82,0.98,0.07
393,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,27-065,1994,34.6,1.42,0.78,0.81,0.87,3.21,3.01,3.35,3.01,1.68,0.92,2.34,2.2,0.03
394,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-280,1997,24,2,1.13,0.79,0.96,3.5,5,2.96,2.42,2.13,1.83,3.83,3.46,0
395,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,26-102,1995,16.7,0.78,0.42,0.24,0.78,3.59,2.57,5.33,6.95,0.9,0.84,1.62,0.54,0
396,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-256,1993,6.7,1.79,1.19,0.75,0,3.13,4.63,2.69,1.04,1.34,0.9,2.69,4.78,0
397,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-359,1989,4,0.5,0.5,0,0,2.5,1.25,8,7,1,0.5,1,0.75,0
398,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-153,1996,1,0,0,0,1,0,2,0,0,0,0,0,0,0
399,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-205,1997,8.1,1.85,1.11,0.49,0.12,2.47,6.67,2.47,0.37,1.85,1.6,3.46,6.3,0.12
400,Rodri\Rodri,es ESP,MF,Manchester City,24-327,1996,29.1,2.71,2.03,1.07,1.34,6.36,5.36,8.87,2.47,1.31,1.27,3.99,2.3,0.03
401,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,30-070,1991,12.6,1.51,0.87,0.16,1.51,4.92,3.25,9.21,6.03,0.71,0.63,2.14,1.03,0
402,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-307,1991,18.7,1.02,0.7,0.43,1.76,3.16,3.8,5.94,2.89,1.28,0.86,1.87,0.05,0
403,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-290,1989,13.5,2.07,1.04,0.44,1.04,4.89,3.33,9.7,9.04,2,0.3,2.37,0.44,0
404,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-233,1991,19.2,3.54,1.82,1.15,2.19,5.36,6.56,9.84,1.25,1.67,1.3,4.84,0.99,0
405,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,34-203,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,28-073,1993,17,1.65,0.94,0.71,0.24,3.18,4.29,3.35,0.65,1.06,0.88,2.53,4.65,0
407,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,29-037,1992,11,0,0,0,0,0,0.18,0,0,0,0,0,0.09,0
408,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,29-037,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24-064,1997,15.8,0.95,0.7,0.06,0.44,3.23,2.28,6.96,3.29,0.82,0.51,1.46,0,0
410,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,31-050,1990,24.7,1.38,0.73,0.28,0.57,3.16,6.4,3.04,0.16,1.62,1.21,2.59,6.32,0.08
411,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-252,2001,27.5,1.16,0.65,0.15,0.95,3.85,3.35,5.53,4.65,1.42,0.95,2.11,1.13,0
412,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,31-091,1990,3.1,1.29,0.65,0.97,0,1.94,2.58,1.94,0,0.97,0,1.29,4.52,0.32
413,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-334,1992,31.2,0.83,0.42,0.19,0.32,4.46,1.31,4.9,10.1,0.42,0.26,1.09,0.32,0.03
414,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,22-028,1999,6.4,3.28,1.88,1.56,1.25,6.56,7.34,7.66,0.94,2.5,2.97,6.25,4.84,0
415,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-337,1996,15.5,2.39,1.55,1.03,0.71,3.1,6.19,2.71,0.45,1.1,0.77,3.16,7.29,0
416,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-178,1997,24,0,0,0,0,0,0.08,0,0,0,0,0,0,0
417,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,26-270,1994,3.3,1.82,1.52,0,1.52,10.3,9.09,14.5,7.58,1.21,2.12,3.94,1.21,0
418,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-194,1991,16.5,1.88,1.15,0.61,1.58,4.91,10,8.67,1.45,1.09,1.33,3.21,0.91,0.06
419,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,17-052,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0
420,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-146,1991,13.6,1.4,0.66,0.51,1.1,2.43,4.78,3.01,0.29,1.69,1.62,3.01,4.49,0.07
421,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-143,1992,13.5,1.85,1.04,0.44,0.96,3.93,5.19,6.74,2.59,2.3,1.11,2.96,0.74,0.07
422,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-191,1986,36,0,0,0,0,0,0.11,0,0,0,0,0,0,0
423,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-180,1993,30.1,2.62,1.63,1.2,0.93,4.82,8.14,5.35,2.79,1.76,1.36,3.99,2.76,0
424,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-219,1999,5.1,1.57,0.98,0.2,1.37,3.53,4.12,7.25,3.14,1.37,1.18,2.75,0.98,0
425,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-217,1991,5.8,1.03,0.69,0.34,0.69,5.52,3.1,5.86,7.07,1.21,0.69,1.72,0.17,0
426,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,35-099,1986,8.2,0.85,0.61,0.37,0.85,4.15,1.59,7.68,8.41,0.24,0.37,1.22,0.12,0
427,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-307,1995,28.5,2.11,1.51,0.81,0.56,4.67,4.39,5.19,2.74,2.14,0.95,3.05,1.86,0.07
428,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,29-077,1992,27.1,1.59,0.85,0.37,1.29,2.55,5.35,5.76,1.85,1.14,1.4,2.99,2.36,0
429,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,17-102,2004,0,0,0,0,0,0,0,3,0,0,0,0,0,0
430,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,31-249,1989,22.9,1.44,0.92,0.48,1.05,4.67,4.89,9.3,4.63,2.01,1.22,2.66,0.83,0
431,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,26-278,1994,22.1,1.4,0.9,0.5,1.54,4.84,2.99,7.6,5.75,0.86,0.9,2.31,0.36,0
432,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-300,2002,12.3,0.41,0.16,0.08,0.57,3.98,1.79,8.13,6.34,0.81,0.41,0.81,0.33,0
433,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-235,1984,19.5,1.08,0.62,0.46,0.36,1.74,2.21,2.41,0.21,1.23,1.18,2.26,4.97,0.05
434,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-272,1989,17.6,1.42,1.14,0.4,0.8,4.26,7.67,4.77,1.31,1.53,0.91,2.33,1.82,0
435,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-331,1988,0.2,0,0,0,0,10,0,15,10,0,0,0,0,0
436,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,21-083,2000,1.9,3.16,2.11,0.53,1.58,9.47,4.74,11.1,6.84,2.63,0.53,3.68,1.05,0
437,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,20-291,2000,14.2,0.85,0.42,0.42,0.63,3.94,3.24,6.69,5.63,1.13,0.99,1.83,0.92,0
438,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,33-250,1987,5.8,3.45,2.07,1.38,1.72,4.31,5.86,5.86,3.1,2.24,0.69,4.14,2.07,0
439,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-250,1987,0.1,10,10,0,0,0,0,0,0,0,0,10,0,0
440,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-257,1991,8.3,1.93,1.2,0.72,1.93,4.22,6.27,5.18,2.53,1.69,0.96,2.89,2.53,0
441,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,26-077,1995,35,2.11,1.26,0.63,1.54,4.11,5.6,7.43,2.29,1.4,1.37,3.49,3.8,0.03
442,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-357,1996,18.2,1.32,0.82,0.27,0.66,2.64,4.4,2.8,0.27,1.04,1.32,2.64,5.27,0.11
443,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,26-043,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-337,1989,2.9,3.45,1.38,1.72,1.03,5.17,5.17,9.31,2.07,1.03,1.03,4.48,0,0
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-108,1994,15.1,2.12,1.06,0.93,1.32,3.25,5.7,3.64,0.53,2.58,1.39,3.51,5.17,0.07
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-158,1994,27.2,0.74,0.66,0.22,0.48,2.98,1.25,4.85,4.23,0.59,0.51,1.25,0.07,0
447,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-310,1990,27,1.81,0.81,0.7,1.33,3,6.59,5.15,2.15,2.15,1.67,3.48,3.44,0.07
448,John Stones\John-Stones,eng ENG,DF,Manchester City,26-352,1994,19.5,0.77,0.41,0.21,0.36,2.1,2.67,2.62,0.46,1.44,0.87,1.64,3.28,0
449,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-277,1999,21.3,2.39,1.27,0.56,0.66,5.12,8.73,6.76,0.89,2.3,1.83,4.23,4.13,0.05
450,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,22-045,1999,3.5,0.29,0.29,0,0.29,3.43,6.57,2.57,1.14,2,0.29,0.57,3.43,0
451,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-239,1995,34.8,2.56,1.47,1.41,1.21,3.36,5.66,3.28,1.84,2.04,1.18,3.74,3.25,0.03
452,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-177,1992,33,2.09,1.15,0.88,0.64,2.82,4.58,1.97,0.27,1.94,1.48,3.58,6.61,0.03
453,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,27-002,1994,0.9,1.11,0,1.11,1.11,2.22,8.89,10,6.67,2.22,0,1.11,0,0
454,Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,19-228,2001,0.9,0,0,0,0,7.78,8.89,10,2.22,1.11,1.11,1.11,0,0
455,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-239,1993,24,1.79,0.96,0.88,0.96,2.54,3.46,3.58,1.42,2.58,1.04,2.83,3.5,0.04
456,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,32-097,1989,0.2,5,0,0,0,0,15,0,5,0,0,5,0,0
457,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,19-145,2001,0.1,0,0,0,0,0,10,0,0,0,0,0,0,0
458,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-314,1999,6.8,1.18,0.59,0.59,1.18,6.47,4.12,13.5,9.12,1.62,1.18,2.35,0.74,0
459,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-151,1992,6.7,1.64,0.9,0.6,0.75,2.99,4.33,2.69,1.49,1.64,1.34,2.99,3.58,0
460,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-218,1995,14.4,3.47,1.67,0.69,0.76,4.51,7.5,5,2.57,1.94,1.6,5.07,3.82,0
461,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,19-339,2001,8.8,1.7,0.57,0.68,0.34,4.77,6.59,6.48,3.75,2.73,1.14,2.84,2.73,0
462,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,24-008,1997,35.3,1.9,1.39,0.68,1.76,4.56,4.14,6.54,2.52,1.47,0.99,2.89,0.71,0
463,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-344,1997,23.7,1.22,0.72,0.38,0.8,2.62,2.87,3.29,1.81,1.94,0.68,1.9,3.16,0
464,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,32-047,1989,4.3,0.93,0.47,0.7,0.23,1.4,4.65,1.16,0,0.93,0.47,1.4,8.6,0
465,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-147,1997,0.5,6,4,4,0,2,6,0,0,8,2,8,16,0
466,Ferrán Torres\Ferran-Torres,es ESP,FWMF,Manchester City,21-075,2000,14.2,0.99,0.49,0.49,0.99,4.51,2.54,6.34,6.06,1.2,0.42,1.41,0.42,0
467,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-342,1991,0.5,0,0,0,0,2,4,8,4,0,0,0,0,0
468,Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,29-303,1991,22.1,2.58,1.4,0.9,2.9,5.16,9.28,7.87,3.21,2.31,1.9,4.48,0.54,0
469,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,28-072,1993,21.8,2.16,1.33,1.19,1.01,3.9,5.46,4.4,1.51,1.79,1.65,3.81,2.61,0.05
470,Adama Traoré\Adama-Traore,es ESP,FW,Wolves,25-110,1996,27.1,1.03,0.7,0.3,0.33,3.54,2.8,6.2,2.77,0.92,0.37,1.4,0.55,0.04
471,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,25-251,1995,23.3,1.03,0.39,0.39,1.24,2.79,4.16,6.18,4.89,0.94,0.94,1.97,0.69,0
472,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-226,1994,13,2.46,1.38,0.85,2.08,5.15,7,9.15,7.23,2.08,0.85,3.31,1.23,0
473,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-162,1994,26.9,1,0.74,0.22,0.93,4.5,3.72,6.02,4.83,1.41,0.78,1.78,0.15,0
474,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,25-003,1996,0.1,0,0,0,0,30,0,20,20,0,0,0,0,0
475,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-182,1997,2.5,2.8,1.2,1.6,0.8,5.2,9.2,4.8,0.4,4,0.4,3.2,4.4,0
476,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-305,1997,3.1,0.97,0.97,0.32,1.29,4.84,3.55,5.81,4.84,1.61,0.97,1.94,0,0
477,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,22-082,1999,1.1,2.73,1.82,0,3.64,8.18,11.8,10,7.27,4.55,2.73,5.45,4.55,0
478,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,34-124,1987,29.6,0.51,0.27,0.1,0.41,2.57,0.47,3.21,5.81,0.51,0.27,0.78,0.84,0
479,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,29-120,1992,25.3,3.04,1.62,1.3,1.19,3.64,5.57,4.82,1.94,1.38,1.38,4.43,3.32,0
480,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-285,1992,25.6,2.07,1.21,1.09,0.86,2.85,4.96,2.15,0.31,1.41,1.21,3.28,5.51,0
481,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,22-036,1999,1.9,2.63,1.58,1.05,1.58,2.63,6.84,4.74,2.11,2.11,0.53,3.16,3.16,0
482,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,26-051,1995,3.4,0.29,0,0.29,0,4.12,1.18,6.18,7.65,0.59,0.29,0.59,1.47,0
483,João Virgínia\Joao-Virginia,pt POR,GK,Everton,21-217,1999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Vitinha\Vitinha,pt POR,MFFW,Wolves,21-091,2000,5,1.6,1,0,1.4,6.6,5,12.4,3.4,0.4,0.6,2.2,0.2,0
485,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,21-059,2000,0.7,0,0,0,1.43,2.86,8.57,5.71,0,0,0,0,1.43,0
486,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,29-014,1992,13.9,0.58,0.36,0.07,0.58,5.18,0.65,6.69,10.8,1.08,0.29,0.86,0.43,0
487,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,32-060,1989,0.1,0,0,0,0,10,30,20,0,0,0,0,0,0
488,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,32-060,1989,17,1.59,1.06,0.65,1.65,5.65,5.18,8.18,5.41,1.18,0.47,2.06,0.24,0
489,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-352,1990,20.6,1.7,1.26,0.87,0.73,3.54,3.93,5.24,1.75,1.36,0.68,2.38,1.75,0
490,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,24-032,1997,26.7,2.92,1.57,0.94,1.12,4.38,7.68,5.09,1.46,2.28,1.42,4.34,2.4,0.04
491,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-170,1997,33,2.94,1.58,0.64,0.58,4.09,5.82,5.06,1.94,3.36,1.97,4.91,3.21,0
492,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-198,1989,22.1,1.9,1.18,0.77,0.77,3.85,7.69,4.25,1.81,2.08,2.13,4.03,4.34,0.05
493,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-195,1994,35,2.17,1.51,0.8,1.2,5.11,5.43,8.03,2.17,1.94,1.17,3.34,2,0
494,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-136,1995,34,1,0.62,0.29,0.56,4.65,1,6.65,9.38,0.5,0.26,1.26,0.62,0
495,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-119,2002,0.4,5,2.5,5,7.5,17.5,22.5,20,7.5,7.5,0,5,0,0
496,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-131,1995,25.8,1.05,0.7,0.5,0.47,2.87,3.1,3.06,0.85,1.71,1.47,2.52,4.11,0
497,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-170,1990,15.9,0.75,0.5,0.25,0.63,3.71,2.58,5.6,6.42,1.45,0.31,1.07,0.63,0
498,Timo Werner\Timo-Werner,de GER,FW,Chelsea,25-070,1996,26.9,0.93,0.56,0.33,1.19,3.9,2.45,5.43,5.5,0.89,0.22,1.15,0.15,0
499,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,31-044,1990,34.9,0.66,0.34,0.14,0.89,3.38,3.84,6.96,1.81,1.32,1.29,1.95,1.32,0
500,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-219,1997,32.5,1.6,0.95,0.68,1.17,3.82,5.2,5.14,1.05,1.82,1.23,2.83,2.06,0.03
501,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-185,1990,30.8,0.94,0.75,0.29,0.81,4.61,3.6,6.62,2.69,1.1,0.68,1.62,0.71,0.03
502,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-254,2000,1.1,0.91,0.91,0,0.91,2.73,1.82,3.64,0.91,0.91,3.64,4.55,1.82,0
503,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,20-032,2001,2.8,2.14,1.79,1.07,1.79,4.64,6.07,6.43,3.57,2.86,1.79,3.93,1.43,0
504,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,20-101,2001,4.4,1.14,0.45,0.23,0,2.95,3.64,3.18,0.91,0.68,1.14,2.27,7.05,0.23
505,Willian\Willian,br BRA,FWMF,Arsenal,32-279,1988,15.6,1.03,0.38,0.45,1.15,3.14,2.82,4.94,4.62,1.41,0.77,1.79,0.26,0
506,Joe Willock\Joe-Willock,eng ENG,MF,Newcastle Utd,21-268,1999,8.9,3.15,2.13,1.01,3.6,6.29,13,12.5,6.29,2.58,2.7,5.84,1.57,0
507,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-268,1999,2.6,1.54,1.54,0,2.69,5.77,5.38,6.15,4.62,3.46,1.92,3.46,0,0
508,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,29-077,1992,23.2,0.56,0.43,0.13,0.39,3.88,1.42,5.99,7.03,0.78,0.13,0.69,0.52,0.04
509,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,25-102,1996,7.5,2.13,1.33,0.93,1.47,5.33,7.33,7.47,1.6,1.47,1.6,3.73,1.33,0
510,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-159,1991,27.7,0.51,0.32,0.18,0.36,2.92,0.65,4.3,6.43,0.9,0.18,0.69,0.65,0
511,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,28-230,1992,26.9,2.08,1.3,1.19,1.08,3.49,3.83,5.69,2.75,1.19,0.93,3.01,2.01,0.04
512,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-204,1989,4.2,1.43,0.95,0.24,1.19,5,5.24,5,3.1,1.67,0.71,2.14,0.24,0
513,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-310,1993,4.8,2.08,1.25,0.83,1.67,4.17,7.71,3.54,2.29,1.88,0.63,2.71,3.96,0
514,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,West Brom,27-067,1994,11.9,3.45,2.35,1.09,1.6,6.47,8.57,9.41,1.76,1.6,2.61,6.05,2.52,0
515,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-186,1992,26,1.12,0.81,0.31,0.81,4.31,3.58,9.08,5.88,0.69,0.92,2.04,0.04,0
516,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-180,1995,26.6,3.08,1.88,0.83,1.24,5.56,5.83,9.47,3.91,1.65,1.77,4.85,1.24,0.04
517,Andi Zeqiri\Andi-Zeqiri,ch SUI,DFFW,Brighton,21-327,1999,1.5,2,2,0,0.67,6,5.33,8.67,6.67,1.33,0,2,0.67,0
518,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-151,1996,14.4,1.46,0.9,0.97,0.97,2.99,3.61,3.96,1.94,1.46,1.32,2.78,2.85,0
519,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,28-057,1993,12.7,0.79,0.55,0.39,1.18,4.8,3.7,7.09,6.61,1.1,0.71,1.5,0.08,0
520,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-200,1994,22.5,0.93,0.58,0.27,0.22,1.78,2.31,2.36,0.18,1.02,1.16,2.09,5.69,0.09
521,Martin Ødegaard\Martin-Odegaard,no NOR,MF,Arsenal,22-149,1998,8.4,0.6,0.36,0.24,0.83,4.52,3.81,8.69,6.67,0.24,0.6,1.19,0.6,0
